"Labor force data by county, not seasonally adjusted, February 2020-March 2021(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
 CN1607300000000 ,16,73," Owyhee County, ID                        ",   Mar-20  ,"5,434","5,220",214,3.9
 CN1607500000000 ,16,75," Payette County, ID                       ",   Mar-20  ,"11,763","11,331",432,3.7
 CN1607700000000 ,16,77," Power County, ID                         ",   Mar-20  ,"3,886","3,761",125,3.2
 CN1607900000000 ,16,79," Shoshone County, ID                      ",   Mar-20  ,"5,462","5,075",387,7.1
 CN1608100000000 ,16,81," Teton County, ID                         ",   Mar-20  ,"6,214","6,062",152,2.4
 CN1608300000000 ,16,83," Twin Falls County, ID                    ",   Mar-20  ,"41,074","39,765","1,309",3.2
 CN1608500000000 ,16,85," Valley County, ID                        ",   Mar-20  ,"5,389","5,120",269,5
 CN1608700000000 ,16,87," Washington County, ID                    ",   Mar-20  ,"4,680","4,471",209,4.5
 CN1700100000000 ,17,1," Adams County, IL                         ",   Mar-20  ,"30,889","29,949",940,3
 CN1700300000000 ,17,3," Alexander County, IL                     ",   Mar-20  ,"1,915","1,797",118,6.2
 CN1700500000000 ,17,5," Bond County, IL                          ",   Mar-20  ,"7,438","7,194",244,3.3
 CN1700700000000 ,17,7," Boone County, IL                         ",   Mar-20  ,"25,231","23,789","1,442",5.7
 CN1700900000000 ,17,9," Brown County, IL                         ",   Mar-20  ,"3,037","2,972",65,2.1
 CN1701100000000 ,17,11," Bureau County, IL                        ",   Mar-20  ,"16,095","15,305",790,4.9
 CN1701300000000 ,17,13," Calhoun County, IL                       ",   Mar-20  ,"2,228","2,138",90,4
 CN1701500000000 ,17,15," Carroll County, IL                       ",   Mar-20  ,"7,042","6,745",297,4.2
 CN1701700000000 ,17,17," Cass County, IL                          ",   Mar-20  ,"5,796","5,573",223,3.8
 CN1701900000000 ,17,19," Champaign County, IL                     ",   Mar-20  ,"109,417","106,198","3,219",2.9
 CN1702100000000 ,17,21," Christian County, IL                     ",   Mar-20  ,"13,468","12,830",638,4.7
 CN1702300000000 ,17,23," Clark County, IL                         ",   Mar-20  ,"7,211","6,887",324,4.5
 CN1702500000000 ,17,25," Clay County, IL                          ",   Mar-20  ,"6,088","5,809",279,4.6
 CN1702700000000 ,17,27," Clinton County, IL                       ",   Mar-20  ,"19,894","19,353",541,2.7
 CN1702900000000 ,17,29," Coles County, IL                         ",   Mar-20  ,"23,441","22,683",758,3.2
 CN1703100000000 ,17,31," Cook County, IL                          ",   Mar-20  ,"2,569,347","2,465,214","104,133",4.1
 CN1703300000000 ,17,33," Crawford County, IL                      ",   Mar-20  ,"8,448","8,119",329,3.9
 CN1703500000000 ,17,35," Cumberland County, IL                    ",   Mar-20  ,"5,953","5,768",185,3.1
 CN1703700000000 ,17,37," DeKalb County, IL                        ",   Mar-20  ,"53,485","51,360","2,125",4
 CN1703900000000 ,17,39," De Witt County, IL                       ",   Mar-20  ,"7,171","6,909",262,3.7
 CN1704100000000 ,17,41," Douglas County, IL                       ",   Mar-20  ,"10,123","9,835",288,2.8
 CN1704300000000 ,17,43," DuPage County, IL                        ",   Mar-20  ,"501,824","486,425","15,399",3.1
 CN1704500000000 ,17,45," Edgar County, IL                         ",   Mar-20  ,"8,646","8,345",301,3.5
 CN1704700000000 ,17,47," Edwards County, IL                       ",   Mar-20  ,"2,558","2,441",117,4.6
 CN1704900000000 ,17,49," Effingham County, IL                     ",   Mar-20  ,"19,337","18,792",545,2.8
 CN1705100000000 ,17,51," Fayette County, IL                       ",   Mar-20  ,"9,492","9,105",387,4.1
 CN1705300000000 ,17,53," Ford County, IL                          ",   Mar-20  ,"6,217","5,985",232,3.7
 CN1705500000000 ,17,55," Franklin County, IL                      ",   Mar-20  ,"15,703","14,913",790,5
 CN1705700000000 ,17,57," Fulton County, IL                        ",   Mar-20  ,"14,744","13,895",849,5.8
 CN1705900000000 ,17,59," Gallatin County, IL                      ",   Mar-20  ,"2,002","1,889",113,5.6
 CN1706100000000 ,17,61," Greene County, IL                        ",   Mar-20  ,"5,865","5,651",214,3.6
 CN1706300000000 ,17,63," Grundy County, IL                        ",   Mar-20  ,"25,299","24,074","1,225",4.8
 CN1706500000000 ,17,65," Hamilton County, IL                      ",   Mar-20  ,"4,347","4,194",153,3.5
 CN1706700000000 ,17,67," Hancock County, IL                       ",   Mar-20  ,"8,013","7,633",380,4.7
 CN1706900000000 ,17,69," Hardin County, IL                        ",   Mar-20  ,"1,262","1,185",77,6.1
 CN1707100000000 ,17,71," Henderson County, IL                     ",   Mar-20  ,"3,449","3,284",165,4.8
 CN1707300000000 ,17,73," Henry County, IL                         ",   Mar-20  ,"24,006","22,892","1,114",4.6
 CN1707500000000 ,17,75," Iroquois County, IL                      ",   Mar-20  ,"13,430","12,855",575,4.3
 CN1707700000000 ,17,77," Jackson County, IL                       ",   Mar-20  ,"27,274","26,401",873,3.2
 CN1707900000000 ,17,79," Jasper County, IL                        ",   Mar-20  ,"4,473","4,300",173,3.9
 CN1708100000000 ,17,81," Jefferson County, IL                     ",   Mar-20  ,"16,891","16,249",642,3.8
 CN1708300000000 ,17,83," Jersey County, IL                        ",   Mar-20  ,"10,724","10,326",398,3.7
 CN1708500000000 ,17,85," Jo Daviess County, IL                    ",   Mar-20  ,"10,268","9,750",518,5
 CN1708700000000 ,17,87," Johnson County, IL                       ",   Mar-20  ,"4,161","3,936",225,5.4
 CN1708900000000 ,17,89," Kane County, IL                          ",   Mar-20  ,"263,525","251,241","12,284",4.7
 CN1709100000000 ,17,91," Kankakee County, IL                      ",   Mar-20  ,"54,190","51,511","2,679",4.9
 CN1709300000000 ,17,93," Kendall County, IL                       ",   Mar-20  ,"68,577","66,065","2,512",3.7
 CN1709500000000 ,17,95," Knox County, IL                          ",   Mar-20  ,"20,702","19,699","1,003",4.8
 CN1709700000000 ,17,97," Lake County, IL                          ",   Mar-20  ,"364,881","349,457","15,424",4.2
 CN1709900000000 ,17,99," LaSalle County, IL                       ",   Mar-20  ,"52,345","49,554","2,791",5.3
 CN1710100000000 ,17,101," Lawrence County, IL                      ",   Mar-20  ,"5,696","5,445",251,4.4
 CN1710300000000 ,17,103," Lee County, IL                           ",   Mar-20  ,"16,817","16,221",596,3.5
 CN1710500000000 ,17,105," Livingston County, IL                    ",   Mar-20  ,"15,632","15,014",618,4
 CN1710700000000 ,17,107," Logan County, IL                         ",   Mar-20  ,"12,155","11,695",460,3.8
 CN1710900000000 ,17,109," McDonough County, IL                     ",   Mar-20  ,"13,195","12,579",616,4.7
 CN1711100000000 ,17,111," McHenry County, IL                       ",   Mar-20  ,"164,395","158,286","6,109",3.7
 CN1711300000000 ,17,113," McLean County, IL                        ",   Mar-20  ,"85,616","82,912","2,704",3.2
 CN1711500000000 ,17,115," Macon County, IL                         ",   Mar-20  ,"46,528","44,130","2,398",5.2
 CN1711700000000 ,17,117," Macoupin County, IL                      ",   Mar-20  ,"22,281","21,418",863,3.9
 CN1711900000000 ,17,119," Madison County, IL                       ",   Mar-20  ,"131,102","126,770","4,332",3.3
 CN1712100000000 ,17,121," Marion County, IL                        ",   Mar-20  ,"16,683","16,027",656,3.9
 CN1712300000000 ,17,123," Marshall County, IL                      ",   Mar-20  ,"5,117","4,864",253,4.9
 CN1712500000000 ,17,125," Mason County, IL                         ",   Mar-20  ,"5,866","5,562",304,5.2
 CN1712700000000 ,17,127," Massac County, IL                        ",   Mar-20  ,"5,370","5,109",261,4.9
 CN1712900000000 ,17,129," Menard County, IL                        ",   Mar-20  ,"6,183","5,956",227,3.7
 CN1713100000000 ,17,131," Mercer County, IL                        ",   Mar-20  ,"7,730","7,307",423,5.5
 CN1713300000000 ,17,133," Monroe County, IL                        ",   Mar-20  ,"18,581","18,110",471,2.5
 CN1713500000000 ,17,135," Montgomery County, IL                    ",   Mar-20  ,"11,406","10,809",597,5.2
 CN1713700000000 ,17,137," Morgan County, IL                        ",   Mar-20  ,"15,930","15,325",605,3.8
 CN1713900000000 ,17,139," Moultrie County, IL                      ",   Mar-20  ,"7,345","7,146",199,2.7
 CN1714100000000 ,17,141," Ogle County, IL                          ",   Mar-20  ,"24,668","23,575","1,093",4.4
 CN1714300000000 ,17,143," Peoria County, IL                        ",   Mar-20  ,"82,125","78,045","4,080",5
 CN1714500000000 ,17,145," Perry County, IL                         ",   Mar-20  ,"7,942","7,608",334,4.2
 CN1714700000000 ,17,147," Piatt County, IL                         ",   Mar-20  ,"8,529","8,288",241,2.8
 CN1714900000000 ,17,149," Pike County, IL                          ",   Mar-20  ,"6,687","6,395",292,4.4
 CN1715100000000 ,17,151," Pope County, IL                          ",   Mar-20  ,"1,629","1,548",81,5
 CN1715300000000 ,17,153," Pulaski County, IL                       ",   Mar-20  ,"1,715","1,580",135,7.9
 CN1715500000000 ,17,155," Putnam County, IL                        ",   Mar-20  ,"2,876","2,714",162,5.6
 CN1715700000000 ,17,157," Randolph County, IL                      ",   Mar-20  ,"13,534","13,111",423,3.1
 CN1715900000000 ,17,159," Richland County, IL                      ",   Mar-20  ,"7,206","6,950",256,3.6
 CN1716100000000 ,17,161," Rock Island County, IL                   ",   Mar-20  ,"68,552","65,344","3,208",4.7
 CN1716300000000 ,17,163," St. Clair County, IL                     ",   Mar-20  ,"123,726","119,130","4,596",3.7
 CN1716500000000 ,17,165," Saline County, IL                        ",   Mar-20  ,"9,399","8,902",497,5.3
 CN1716700000000 ,17,167," Sangamon County, IL                      ",   Mar-20  ,"96,774","93,276","3,498",3.6
 CN1716900000000 ,17,169," Schuyler County, IL                      ",   Mar-20  ,"3,079","2,951",128,4.2
 CN1717100000000 ,17,171," Scott County, IL                         ",   Mar-20  ,"2,385","2,268",117,4.9
 CN1717300000000 ,17,173," Shelby County, IL                        ",   Mar-20  ,"10,131","9,783",348,3.4
 CN1717500000000 ,17,175," Stark County, IL                         ",   Mar-20  ,"2,369","2,244",125,5.3
 CN1717700000000 ,17,177," Stephenson County, IL                    ",   Mar-20  ,"20,884","20,007",877,4.2
 CN1717900000000 ,17,179," Tazewell County, IL                      ",   Mar-20  ,"61,710","59,087","2,623",4.3
 CN1718100000000 ,17,181," Union County, IL                         ",   Mar-20  ,"7,326","6,903",423,5.8
 CN1718300000000 ,17,183," Vermilion County, IL                     ",   Mar-20  ,"32,106","30,716","1,390",4.3
 CN1718500000000 ,17,185," Wabash County, IL                        ",   Mar-20  ,"5,565","5,364",201,3.6
 CN1718700000000 ,17,187," Warren County, IL                        ",   Mar-20  ,"8,160","7,859",301,3.7
 CN1718900000000 ,17,189," Washington County, IL                    ",   Mar-20  ,"9,498","9,298",200,2.1
 CN1719100000000 ,17,191," Wayne County, IL                         ",   Mar-20  ,"6,758","6,473",285,4.2
 CN1719300000000 ,17,193," White County, IL                         ",   Mar-20  ,"6,145","5,915",230,3.7
 CN1719500000000 ,17,195," Whiteside County, IL                     ",   Mar-20  ,"27,556","26,497","1,059",3.8
 CN1719700000000 ,17,197," Will County, IL                          ",   Mar-20  ,"354,144","338,967","15,177",4.3
 CN1719900000000 ,17,199," Williamson County, IL                    ",   Mar-20  ,"31,548","30,268","1,280",4.1
 CN1720100000000 ,17,201," Winnebago County, IL                     ",   Mar-20  ,"133,324","126,326","6,998",5.2
 CN1720300000000 ,17,203," Woodford County, IL                      ",   Mar-20  ,"18,141","17,523",618,3.4
 CN1800100000000 ,18,1," Adams County, IN                         ",   Mar-20  ,"16,511","16,011",500,3
 CN1800300000000 ,18,3," Allen County, IN                         ",   Mar-20  ,"183,075","176,486","6,589",3.6
 CN1800500000000 ,18,5," Bartholomew County, IN                   ",   Mar-20  ,"44,477","43,264","1,213",2.7
 CN1800700000000 ,18,7," Benton County, IN                        ",   Mar-20  ,"4,310","4,170",140,3.2
 CN1800900000000 ,18,9," Blackford County, IN                     ",   Mar-20  ,"4,771","4,546",225,4.7
 CN1801100000000 ,18,11," Boone County, IN                         ",   Mar-20  ,"35,743","34,785",958,2.7
 CN1801300000000 ,18,13," Brown County, IN                         ",   Mar-20  ,"7,454","7,184",270,3.6
 CN1801500000000 ,18,15," Carroll County, IN                       ",   Mar-20  ,"9,826","9,456",370,3.8
 CN1801700000000 ,18,17," Cass County, IN                          ",   Mar-20  ,"17,327","16,589",738,4.3
 CN1801900000000 ,18,19," Clark County, IN                         ",   Mar-20  ,"61,468","59,319","2,149",3.5
 CN1802100000000 ,18,21," Clay County, IN                          ",   Mar-20  ,"11,490","10,992",498,4.3
 CN1802300000000 ,18,23," Clinton County, IN                       ",   Mar-20  ,"16,909","16,423",486,2.9
 CN1802500000000 ,18,25," Crawford County, IN                      ",   Mar-20  ,"4,833","4,586",247,5.1
 CN1802700000000 ,18,27," Daviess County, IN                       ",   Mar-20  ,"16,382","15,896",486,3
 CN1802900000000 ,18,29," Dearborn County, IN                      ",   Mar-20  ,"25,417","24,385","1,032",4.1
 CN1803100000000 ,18,31," Decatur County, IN                       ",   Mar-20  ,"14,917","14,431",486,3.3
 CN1803300000000 ,18,33," DeKalb County, IN                        ",   Mar-20  ,"22,016","21,306",710,3.2
 CN1803500000000 ,18,35," Delaware County, IN                      ",   Mar-20  ,"53,326","51,013","2,313",4.3
 CN1803700000000 ,18,37," Dubois County, IN                        ",   Mar-20  ,"22,462","21,879",583,2.6
 CN1803900000000 ,18,39," Elkhart County, IN                       ",   Mar-20  ,"109,792","106,409","3,383",3.1
 CN1804100000000 ,18,41," Fayette County, IN                       ",   Mar-20  ,"8,438","8,002",436,5.2
 CN1804300000000 ,18,43," Floyd County, IN                         ",   Mar-20  ,"41,552","40,157","1,395",3.4
 CN1804500000000 ,18,45," Fountain County, IN                      ",   Mar-20  ,"7,708","7,414",294,3.8
 CN1804700000000 ,18,47," Franklin County, IN                      ",   Mar-20  ,"11,106","10,655",451,4.1
 CN1804900000000 ,18,49," Fulton County, IN                        ",   Mar-20  ,"9,375","8,990",385,4.1
 CN1805100000000 ,18,51," Gibson County, IN                        ",   Mar-20  ,"19,439","18,877",562,2.9
 CN1805300000000 ,18,53," Grant County, IN                         ",   Mar-20  ,"32,049","30,759","1,290",4
 CN1805500000000 ,18,55," Greene County, IN                        ",   Mar-20  ,"13,385","12,728",657,4.9
 CN1805700000000 ,18,57," Hamilton County, IN                      ",   Mar-20  ,"184,179","179,311","4,868",2.6
 CN1805900000000 ,18,59," Hancock County, IN                       ",   Mar-20  ,"40,274","39,016","1,258",3.1
 CN1806100000000 ,18,61," Harrison County, IN                      ",   Mar-20  ,"20,141","19,420",721,3.6
 CN1806300000000 ,18,63," Hendricks County, IN                     ",   Mar-20  ,"89,917","87,366","2,551",2.8
 CN1806500000000 ,18,65," Henry County, IN                         ",   Mar-20  ,"21,709","20,910",799,3.7
 CN1806700000000 ,18,67," Howard County, IN                        ",   Mar-20  ,"35,570","33,943","1,627",4.6
 CN1806900000000 ,18,69," Huntington County, IN                    ",   Mar-20  ,"17,990","17,335",655,3.6
