"Labor force data by county, not seasonally adjusted, February 2021-March 2022(p)",,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
                 ,  FIPS Codes  ,                                          ,           ,  Civilian  ,            ,     Unemployed,,
  LAUS Area Code ,--------------,                Area Title                ,   Period  ,    Labor   ,  Employed  ,--------------------,,
                 , State, County,                                          ,           ,    Force   ,            ,   Level  ,   Rate
--------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,
 CN4714500000000 ,47,145," Roane County, TN                         ",   Mar-21  ,"23,241","22,143","1,098",4.7
 CN4714700000000 ,47,147," Robertson County, TN                     ",   Mar-21  ,"37,430","35,973","1,457",3.9
 CN4714900000000 ,47,149," Rutherford County, TN                    ",   Mar-21  ,"187,593","179,963","7,630",4.1
 CN4715100000000 ,47,151," Scott County, TN                         ",   Mar-21  ,"8,008","7,529",479,6
 CN4715300000000 ,47,153," Sequatchie County, TN                    ",   Mar-21  ,"6,159","5,849",310,5
 CN4715500000000 ,47,155," Sevier County, TN                        ",   Mar-21  ,"53,379","50,786","2,593",4.9
 CN4715700000000 ,47,157," Shelby County, TN                        ",   Mar-21  ,"445,575","412,072","33,503",7.5
 CN4715900000000 ,47,159," Smith County, TN                         ",   Mar-21  ,"9,334","8,946",388,4.2
 CN4716100000000 ,47,161," Stewart County, TN                       ",   Mar-21  ,"5,433","5,182",251,4.6
 CN4716300000000 ,47,163," Sullivan County, TN                      ",   Mar-21  ,"69,014","65,485","3,529",5.1
 CN4716500000000 ,47,165," Sumner County, TN                        ",   Mar-21  ,"104,387","100,165","4,222",4
 CN4716700000000 ,47,167," Tipton County, TN                        ",   Mar-21  ,"27,524","26,167","1,357",4.9
 CN4716900000000 ,47,169," Trousdale County, TN                     ",   Mar-21  ,"5,490","5,249",241,4.4
 CN4717100000000 ,47,171," Unicoi County, TN                        ",   Mar-21  ,"7,085","6,667",418,5.9
 CN4717300000000 ,47,173," Union County, TN                         ",   Mar-21  ,"7,690","7,327",363,4.7
 CN4717500000000 ,47,175," Van Buren County, TN                     ",   Mar-21  ,"2,000","1,881",119,6
 CN4717700000000 ,47,177," Warren County, TN                        ",   Mar-21  ,"16,733","15,839",894,5.3
 CN4717900000000 ,47,179," Washington County, TN                    ",   Mar-21  ,"61,388","58,889","2,499",4.1
 CN4718100000000 ,47,181," Wayne County, TN                         ",   Mar-21  ,"6,274","5,979",295,4.7
 CN4718300000000 ,47,183," Weakley County, TN                       ",   Mar-21  ,"15,563","14,921",642,4.1
 CN4718500000000 ,47,185," White County, TN                         ",   Mar-21  ,"11,978","11,438",540,4.5
 CN4718700000000 ,47,187," Williamson County, TN                    ",   Mar-21  ,"131,506","127,674","3,832",2.9
 CN4718900000000 ,47,189," Wilson County, TN                        ",   Mar-21  ,"78,486","75,434","3,052",3.9
 CN4800100000000 ,48,1," Anderson County, TX                      ",   Mar-21  ,"23,302","22,000","1,302",5.6
 CN4800300000000 ,48,3," Andrews County, TX                       ",   Mar-21  ,"9,168","8,546",622,6.8
 CN4800500000000 ,48,5," Angelina County, TX                      ",   Mar-21  ,"35,773","33,214","2,559",7.2
 CN4800700000000 ,48,7," Aransas County, TX                       ",   Mar-21  ,"9,372","8,614",758,8.1
 CN4800900000000 ,48,9," Archer County, TX                        ",   Mar-21  ,"4,045","3,850",195,4.8
 CN4801100000000 ,48,11," Armstrong County, TX                     ",   Mar-21  ,946,906,40,4.2
 CN4801300000000 ,48,13," Atascosa County, TX                      ",   Mar-21  ,"21,893","20,384","1,509",6.9
 CN4801500000000 ,48,15," Austin County, TX                        ",   Mar-21  ,"13,715","12,875",840,6.1
 CN4801700000000 ,48,17," Bailey County, TX                        ",   Mar-21  ,"2,578","2,454",124,4.8
 CN4801900000000 ,48,19," Bandera County, TX                       ",   Mar-21  ,"10,202","9,661",541,5.3
 CN4802100000000 ,48,21," Bastrop County, TX                       ",   Mar-21  ,"44,326","42,043","2,283",5.2
 CN4802300000000 ,48,23," Baylor County, TX                        ",   Mar-21  ,"1,851","1,787",64,3.5
 CN4802500000000 ,48,25," Bee County, TX                           ",   Mar-21  ,"9,615","8,707",908,9.4
 CN4802700000000 ,48,27," Bell County, TX                          ",   Mar-21  ,"146,861","137,437","9,424",6.4
 CN4802900000000 ,48,29," Bexar County, TX                         ",   Mar-21  ,"938,887","880,715","58,172",6.2
 CN4803100000000 ,48,31," Blanco County, TX                        ",   Mar-21  ,"6,760","6,505",255,3.8
 CN4803300000000 ,48,33," Borden County, TX                        ",   Mar-21  ,583,569,14,2.4
 CN4803500000000 ,48,35," Bosque County, TX                        ",   Mar-21  ,"8,472","8,044",428,5.1
 CN4803700000000 ,48,37," Bowie County, TX                         ",   Mar-21  ,"39,020","36,488","2,532",6.5
 CN4803900000000 ,48,39," Brazoria County, TX                      ",   Mar-21  ,"179,191","165,569","13,622",7.6
 CN4804100000000 ,48,41," Brazos County, TX                        ",   Mar-21  ,"121,509","116,017","5,492",4.5
 CN4804300000000 ,48,43," Brewster County, TX                      ",   Mar-21  ,"4,287","4,066",221,5.2
 CN4804500000000 ,48,45," Briscoe County, TX                       ",   Mar-21  ,615,582,33,5.4
 CN4804700000000 ,48,47," Brooks County, TX                        ",   Mar-21  ,"2,502","2,244",258,10.3
 CN4804900000000 ,48,49," Brown County, TX                         ",   Mar-21  ,"15,490","14,628",862,5.6
 CN4805100000000 ,48,51," Burleson County, TX                      ",   Mar-21  ,"8,513","8,022",491,5.8
 CN4805300000000 ,48,53," Burnet County, TX                        ",   Mar-21  ,"24,610","23,551","1,059",4.3
 CN4805500000000 ,48,55," Caldwell County, TX                      ",   Mar-21  ,"19,623","18,535","1,088",5.5
 CN4805700000000 ,48,57," Calhoun County, TX                       ",   Mar-21  ,"12,505","11,860",645,5.2
 CN4805900000000 ,48,59," Callahan County, TX                      ",   Mar-21  ,"6,129","5,808",321,5.2
 CN4806100000000 ,48,61," Cameron County, TX                       ",   Mar-21  ,"175,211","159,594","15,617",8.9
 CN4806300000000 ,48,63," Camp County, TX                          ",   Mar-21  ,"5,208","4,871",337,6.5
 CN4806500000000 ,48,65," Carson County, TX                        ",   Mar-21  ,"3,023","2,897",126,4.2
 CN4806700000000 ,48,67," Cass County, TX                          ",   Mar-21  ,"12,564","11,618",946,7.5
 CN4806900000000 ,48,69," Castro County, TX                        ",   Mar-21  ,"3,612","3,482",130,3.6
 CN4807100000000 ,48,71," Chambers County, TX                      ",   Mar-21  ,"20,527","18,698","1,829",8.9
 CN4807300000000 ,48,73," Cherokee County, TX                      ",   Mar-21  ,"21,221","19,732","1,489",7
 CN4807500000000 ,48,75," Childress County, TX                     ",   Mar-21  ,"3,027","2,905",122,4
 CN4807700000000 ,48,77," Clay County, TX                          ",   Mar-21  ,"4,932","4,663",269,5.5
 CN4807900000000 ,48,79," Cochran County, TX                       ",   Mar-21  ,"1,179","1,102",77,6.5
 CN4808100000000 ,48,81," Coke County, TX                          ",   Mar-21  ,"1,366","1,289",77,5.6
 CN4808300000000 ,48,83," Coleman County, TX                       ",   Mar-21  ,"2,995","2,792",203,6.8
 CN4808500000000 ,48,85," Collin County, TX                        ",   Mar-21  ,"591,175","561,496","29,679",5
 CN4808700000000 ,48,87," Collingsworth County, TX                 ",   Mar-21  ,"1,148","1,089",59,5.1
 CN4808900000000 ,48,89," Colorado County, TX                      ",   Mar-21  ,"9,961","9,427",534,5.4
 CN4809100000000 ,48,91," Comal County, TX                         ",   Mar-21  ,"78,409","74,364","4,045",5.2
 CN4809300000000 ,48,93," Comanche County, TX                      ",   Mar-21  ,"6,126","5,814",312,5.1
 CN4809500000000 ,48,95," Concho County, TX                        ",   Mar-21  ,"1,459","1,394",65,4.5
 CN4809700000000 ,48,97," Cooke County, TX                         ",   Mar-21  ,"19,286","18,110","1,176",6.1
 CN4809900000000 ,48,99," Coryell County, TX                       ",   Mar-21  ,"24,278","22,720","1,558",6.4
 CN4810100000000 ,48,101," Cottle County, TX                        ",   Mar-21  ,609,576,33,5.4
 CN4810300000000 ,48,103," Crane County, TX                         ",   Mar-21  ,"1,660","1,469",191,11.5
 CN4810500000000 ,48,105," Crockett County, TX                      ",   Mar-21  ,"1,481","1,366",115,7.8
 CN4810700000000 ,48,107," Crosby County, TX                        ",   Mar-21  ,"2,496","2,350",146,5.8
 CN4810900000000 ,48,109," Culberson County, TX                     ",   Mar-21  ,"1,092","1,033",59,5.4
 CN4811100000000 ,48,111," Dallam County, TX                        ",   Mar-21  ,"3,951","3,830",121,3.1
 CN4811300000000 ,48,113," Dallas County, TX                        ",   Mar-21  ,"1,357,249","1,268,693","88,556",6.5
 CN4811500000000 ,48,115," Dawson County, TX                        ",   Mar-21  ,"4,789","4,418",371,7.7
 CN4811700000000 ,48,117," Deaf Smith County, TX                    ",   Mar-21  ,"9,134","8,757",377,4.1
 CN4811900000000 ,48,119," Delta County, TX                         ",   Mar-21  ,"2,470","2,339",131,5.3
 CN4812100000000 ,48,121," Denton County, TX                        ",   Mar-21  ,"520,913","494,884","26,029",5
 CN4812300000000 ,48,123," DeWitt County, TX                        ",   Mar-21  ,"9,433","8,907",526,5.6
 CN4812500000000 ,48,125," Dickens County, TX                       ",   Mar-21  ,710,666,44,6.2
 CN4812700000000 ,48,127," Dimmit County, TX                        ",   Mar-21  ,"5,788","5,403",385,6.7
 CN4812900000000 ,48,129," Donley County, TX                        ",   Mar-21  ,"1,447","1,384",63,4.4
 CN4813100000000 ,48,131," Duval County, TX                         ",   Mar-21  ,"5,452","4,943",509,9.3
 CN4813300000000 ,48,133," Eastland County, TX                      ",   Mar-21  ,"7,492","7,009",483,6.4
 CN4813500000000 ,48,135," Ector County, TX                         ",   Mar-21  ,"80,428","72,578","7,850",9.8
 CN4813700000000 ,48,137," Edwards County, TX                       ",   Mar-21  ,"1,306","1,251",55,4.2
 CN4813900000000 ,48,139," Ellis County, TX                         ",   Mar-21  ,"97,616","92,623","4,993",5.1
 CN4814100000000 ,48,141," El Paso County, TX                       ",   Mar-21  ,"364,078","338,325","25,753",7.1
 CN4814300000000 ,48,143," Erath County, TX                         ",   Mar-21  ,"21,535","20,518","1,017",4.7
 CN4814500000000 ,48,145," Falls County, TX                         ",   Mar-21  ,"6,635","6,205",430,6.5
 CN4814700000000 ,48,147," Fannin County, TX                        ",   Mar-21  ,"17,207","16,413",794,4.6
 CN4814900000000 ,48,149," Fayette County, TX                       ",   Mar-21  ,"11,976","11,398",578,4.8
 CN4815100000000 ,48,151," Fisher County, TX                        ",   Mar-21  ,"1,669","1,583",86,5.2
 CN4815300000000 ,48,153," Floyd County, TX                         ",   Mar-21  ,"2,652","2,472",180,6.8
 CN4815500000000 ,48,155," Foard County, TX                         ",   Mar-21  ,598,579,19,3.2
 CN4815700000000 ,48,157," Fort Bend County, TX                     ",   Mar-21  ,"405,536","377,986","27,550",6.8
 CN4815900000000 ,48,159," Franklin County, TX                      ",   Mar-21  ,"5,396","5,125",271,5
 CN4816100000000 ,48,161," Freestone County, TX                     ",   Mar-21  ,"6,457","5,903",554,8.6
 CN4816300000000 ,48,163," Frio County, TX                          ",   Mar-21  ,"9,745","9,223",522,5.4
 CN4816500000000 ,48,165," Gaines County, TX                        ",   Mar-21  ,"10,028","9,480",548,5.5
 CN4816700000000 ,48,167," Galveston County, TX                     ",   Mar-21  ,"164,186","152,064","12,122",7.4
 CN4816900000000 ,48,169," Garza County, TX                         ",   Mar-21  ,"2,023","1,906",117,5.8
 CN4817100000000 ,48,171," Gillespie County, TX                     ",   Mar-21  ,"13,765","13,251",514,3.7
 CN4817300000000 ,48,173," Glasscock County, TX                     ",   Mar-21  ,867,839,28,3.2
 CN4817500000000 ,48,175," Goliad County, TX                        ",   Mar-21  ,"3,186","2,950",236,7.4
 CN4817700000000 ,48,177," Gonzales County, TX                      ",   Mar-21  ,"10,096","9,607",489,4.8
 CN4817900000000 ,48,179," Gray County, TX                          ",   Mar-21  ,"7,748","7,157",591,7.6
 CN4818100000000 ,48,181," Grayson County, TX                       ",   Mar-21  ,"65,396","62,005","3,391",5.2
 CN4818300000000 ,48,183," Gregg County, TX                         ",   Mar-21  ,"56,111","52,017","4,094",7.3
 CN4818500000000 ,48,185," Grimes County, TX                        ",   Mar-21  ,"11,323","10,502",821,7.3
 CN4818700000000 ,48,187," Guadalupe County, TX                     ",   Mar-21  ,"81,535","77,390","4,145",5.1
 CN4818900000000 ,48,189," Hale County, TX                          ",   Mar-21  ,"12,277","11,481",796,6.5
 CN4819100000000 ,48,191," Hall County, TX                          ",   Mar-21  ,"1,129","1,060",69,6.1
 CN4819300000000 ,48,193," Hamilton County, TX                      ",   Mar-21  ,"3,855","3,683",172,4.5
 CN4819500000000 ,48,195," Hansford County, TX                      ",   Mar-21  ,"2,651","2,573",78,2.9
 CN4819700000000 ,48,197," Hardeman County, TX                      ",   Mar-21  ,"1,758","1,667",91,5.2
 CN4819900000000 ,48,199," Hardin County, TX                        ",   Mar-21  ,"24,875","22,870","2,005",8.1
 CN4820100000000 ,48,201," Harris County, TX                        ",   Mar-21  ,"2,272,214","2,106,330","165,884",7.3
 CN4820300000000 ,48,203," Harrison County, TX                      ",   Mar-21  ,"28,936","26,822","2,114",7.3
 CN4820500000000 ,48,205," Hartley County, TX                       ",   Mar-21  ,"2,812","2,749",63,2.2
 CN4820700000000 ,48,207," Haskell County, TX                       ",   Mar-21  ,"2,797","2,679",118,4.2
 CN4820900000000 ,48,209," Hays County, TX                          ",   Mar-21  ,"126,840","120,848","5,992",4.7
 CN4821100000000 ,48,211," Hemphill County, TX                      ",   Mar-21  ,"1,668","1,592",76,4.6
 CN4821300000000 ,48,213," Henderson County, TX                     ",   Mar-21  ,"37,954","35,733","2,221",5.9
 CN4821500000000 ,48,215," Hidalgo County, TX                       ",   Mar-21  ,"366,067","329,139","36,928",10.1
 CN4821700000000 ,48,217," Hill County, TX                          ",   Mar-21  ,"16,854","15,893",961,5.7
 CN4821900000000 ,48,219," Hockley County, TX                       ",   Mar-21  ,"10,817","10,081",736,6.8
 CN4822100000000 ,48,221," Hood County, TX                          ",   Mar-21  ,"28,723","27,024","1,699",5.9
 CN4822300000000 ,48,223," Hopkins County, TX                       ",   Mar-21  ,"17,929","17,065",864,4.8
 CN4822500000000 ,48,225," Houston County, TX                       ",   Mar-21  ,"10,426","9,868",558,5.4
 CN4822700000000 ,48,227," Howard County, TX                        ",   Mar-21  ,"13,196","12,234",962,7.3
 CN4822900000000 ,48,229," Hudspeth County, TX                      ",   Mar-21  ,"1,924","1,797",127,6.6
 CN4823100000000 ,48,231," Hunt County, TX                          ",   Mar-21  ,"44,447","41,841","2,606",5.9
 CN4823300000000 ,48,233," Hutchinson County, TX                    ",   Mar-21  ,"8,579","8,012",567,6.6
 CN4823500000000 ,48,235," Irion County, TX                         ",   Mar-21  ,800,755,45,5.6
 CN4823700000000 ,48,237," Jack County, TX                          ",   Mar-21  ,"3,390","3,169",221,6.5
 CN4823900000000 ,48,239," Jackson County, TX                       ",   Mar-21  ,"7,247","6,847",400,5.5
 CN4824100000000 ,48,241," Jasper County, TX                        ",   Mar-21  ,"12,908","11,600","1,308",10.1
 CN4824300000000 ,48,243," Jeff Davis County, TX                    ",   Mar-21  ,"1,029",979,50,4.9
 CN4824500000000 ,48,245," Jefferson County, TX                     ",   Mar-21  ,"102,919","91,869","11,050",10.7
 CN4824700000000 ,48,247," Jim Hogg County, TX                      ",   Mar-21  ,"1,860","1,686",174,9.4
 CN4824900000000 ,48,249," Jim Wells County, TX                     ",   Mar-21  ,"15,838","14,027","1,811",11.4
